,image,complex,frog_eye_leaf_spot,healthy,powdery_mildew,rust,scab,labels
7085,b2e0c3829edb6f09.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
14238,e38b8323da1e8fc2.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
12906,da3c6ec93319b2c2.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17269,f8ac9c2bc19e70f0.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
3037,9791877d3419de88.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
7233,b461d892c9991ff8.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11042,cd303b79927fc205.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
4494,a4977f2157550f0c.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
10205,c64c69f0bb8b146b.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
2371,92f1698d6cc23d66.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
7302,b497cbde944c1a62.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
6424,ae505a6dc574d4b2.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
6444,ae7a52cc3cc3241f.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
4276,a21a9e32ff5560d1.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
15916,f08fcf469f61c0e0.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
6749,b061c397878e89eb.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
4090,a15597e8d8b0399e.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3459,9c3684213b2f0fdd.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10213,c66d1ecf703c8cd0.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
13080,dbc0a07ce50b47ce.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
11224,ceb331cca3334475.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11278,cf23312fc8c3dcc8.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
7362,b4b7c0c90b9d1a9e.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10144,c5e1af4bc07439d4.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
2120,90f66fcb38258bb0.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18599,ffe0425fac2b08a6.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
11637,d0eadd90c19da197.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
494,837d3fe13082c3dc.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
7878,b74892512b6b25b7.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
12828,d9ac30c5127e607f.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1600,8c98ec6fb596c2d0.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3591,9db53c7381796960.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
4181,a1b5b4901e53aafa.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
10568,c92ca6e72bede110.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
16481,f4409e9429f5d363.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
5600,aa6fdfb645aa0288.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
8120,b962a0a79fa43696.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
8158,b9c6db98881927f2.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
14085,e1e7cb3258729545.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17008,f69fc0d99889a0d5.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
17782,fc0795f8820b0bcf.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8470,bcbdca83444f309e.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
3380,9b0f6d12b4b336c2.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
3715,9eccc88fff230134.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
14880,e8e0f5d216588bcb.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
16279,f233cb7f90b64061.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18536,ff9f8050aa362e43.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2912,968ec735bd21784c.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
15756,efd1b128866ca758.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2372,92f22e07d63e6c8c.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
13946,e143c3dc78704757.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
10835,cb18c829fdc633c9.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
12914,da4cf23021797dc9.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
694,84eb76e5ba1e3124.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
10146,c5e2cb21fd5232b1.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
12641,d83f491ee124bce2.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16806,f58d7b3d04c2945a.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
14016,e1a4ce9cde918761.jpg,0,1,0,0,1,0,"[0, 1, 0, 0, 1, 0]"
12310,d5adcadc1d312525.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
9696,c30c3f1f3cc07875.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
13170,dca525ea879c4a99.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10717,ca3f3f3d542ac2a0.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
6942,b18fb92d5a705a2a.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
2884,964f73349852e569.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
6329,adc256a5dca1a4b5.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
716,850f988179efaf03.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
5858,ab6ed1fd805b0689.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
5985,ac03cff3708c7b0c.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17548,fa5a221f9d6e2941.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
17579,fa92d2da9a24345e.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
4626,a516de7d3d371028.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1183,88b98dc1339ad9dc.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1288,89aedec411a5763a.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
16636,f4cb3a8f41b413e4.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
17303,f8c187cf8e0c0e3e.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
18440,ff2183c0f0dbc607.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5293,a8e1c6d71de86907.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
5012,a730b65656794ea1.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
3839,a01fd254cf336963.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
10161,c5ece5c48190dbdc.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11571,d0b89bcbcf3a6061.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1153,888878ec8df5f0f4.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
2310,92a91fd0b485fa9a.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
1551,8be353aeae464893.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
9659,c2cf3d29c7ec1630.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
10163,c5ee2fd0b58b7204.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
14684,e7b7c571f108611c.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
6172,ad54d48f86ea82e9.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
15655,eeca70a9a115563b.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
1749,8dd4bca9ca56be80.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1875,8f25789f673025ca.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
11216,cea4b5c20b839f0f.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
12386,d5f5359d40aec258.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10119,c5c8c8e9390eb736.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
17698,fb3681c67ea86360.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8852,bf23077794425e0b.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
14380,e4e862cac37e2738.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
4945,a639cb9ab2dc21c6.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17054,f707c71ec07041f3.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
14050,e1c1478f9cdd522a.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
1627,8ccc8f24fec7448e.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
13492,defe7e9568880138.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
4093,a15a6aeb3ceb1521.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
6922,b163c29c9f94b0d5.jpg,1,1,0,0,0,0,"[1, 1, 0, 0, 0, 0]"
1669,8d3bf181d010fef2.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2227,91e4cd8a1cd381f7.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
2591,94d46fc180ecabb9.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16865,f5b1d00d6c6cfa81.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18543,ffa1008ff4361dd0.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
7888,b76bab449b542855.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2673,95472b1f452d45b9.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
7124,b396a1da495a92ad.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
5650,aa9a0bdb853d3364.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2670,95458bae4d4c3f34.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
8485,bcd9b7724b308d81.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3302,9a55474ae85f0f07.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
16011,f0cdcf9ec42b005d.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3827,a004b7f71f3668a3.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2564,94b929bd584758d3.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5277,a8d5f0d0c11fc89f.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
17535,fa37c0d9dcb8018b.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
8191,ba1552fec117c91a.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
9985,c51ecb25ccfa04d9.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
9066,c04e0fa01efae6e3.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
17593,fa9f95c2daca0905.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
3820,9fe174c9e157850a.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17440,f990c19f8d39f821.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
423,82cf0fc4458cfd78.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2539,94a17cc1f81f097e.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5416,a99e4b68c8b59a96.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
4532,a4b61ee1e996d4e0.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
13406,de7a2c87f05120dd.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
11327,cf83dc133899c5c5.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
16933,f5e6d8bcc806c887.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
16231,f1d3f2e121c48e1b.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
18111,fd6ac0a1c9a2c59b.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
16982,f657c3069683d233.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
7475,b515f43d84b412fc.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
35,804e1eda54919fbb.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
7986,b8277d9887d94585.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
7975,b80898e11fa17f1f.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
17068,f73e5fc2c40f0701.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
958,86a787878ebf6a04.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1261,8989ba6ac1c3eae9.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
9673,c2e1bada516dcc51.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
4853,a5c9d1d96a336463.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
8998,bff6b15ac248ab02.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1902,8f56d48dad986153.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
12217,d51fe92f506a8bc0.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1372,8a791370f72487ae.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1720,8da0b49fb2d25a74.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
10170,c5f224959c81cff2.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
10747,ca8dfb9272be2206.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
12032,d4221a87cf2f5569.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
8012,b88141cf05d4bfec.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
9238,c0dd7ac9944d62b5.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
3102,97f3cad16524509b.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
5606,aa7434c298747cdb.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
6272,ada150d75653d646.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
11862,d2aeca9b39356264.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
17036,f6e2a22f944a7a51.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
18104,fd62a1c2aa8d62cd.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
8085,b8e8d4074b526b6b.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
6818,b0bc031e44f8d7e6.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
2997,9721dae38f33e4c0.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
9222,c0cf64c73e233333.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
12478,d6bb3de226a5c908.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
16741,f532f32558e23067.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5853,ab639551459966bc.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17725,fb9e63c399d20710.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
12483,d6c64d877cfc3808.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10477,c8921cb1f317335e.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
1317,89dc9838cad84b6f.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
3437,9be561de7c792420.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
18436,ff1780d1df487a01.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
13722,e08387c44f6f28f6.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
6376,ade5c9e5c14bd206.jpg,0,1,0,0,1,0,"[0, 1, 0, 0, 1, 0]"
16316,f295c9f464ec00eb.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
14097,e1f39078b90c79ac.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
8770,be94a83ed0be4274.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
13986,e18f47cfb5a4a444.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
7196,b42d4b9a42d9b36a.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11786,d23648cf298d36f4.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
2175,9184e95b85633f5a.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
18017,fcfada8b826a80ca.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
6964,b1b5ba2b48afe1c0.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
14332,e493c289c66f313e.jpg,1,0,0,0,1,0,"[1, 0, 0, 0, 1, 0]"
3896,a0786f831db76269.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
300,81ca9a717373562d.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
10877,cba48fa2b5bc168c.jpg,1,1,0,0,0,1,"[1, 1, 0, 0, 0, 1]"
16250,f1ee8db40b87c941.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
15745,efbd3082703a651b.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
11083,cd8d4a89072f3e72.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
12912,da44867e8f1e4768.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
2974,96d88e1f6a9e4986.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
7167,b40778dfe02ace32.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
1786,8e517c86b81b539d.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
6725,b026c983c5cf4fcc.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
9935,c4d1ba91d0fad03b.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
14297,e41be1b8924f7a07.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
5636,aa924e25cf1b893d.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
3364,9add92c183c85d57.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
14708,e80ec5c01fc717e3.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
4913,a5eac60c9cbd851b.jpg,1,1,0,0,0,0,"[1, 1, 0, 0, 0, 0]"
3111,982170c79617b776.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
11324,cf8274bf1bd0e182.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
13601,dfe13414f8e508dc.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
10447,c83b6692da4b99e4.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
2084,90d1d0cdf52c16ed.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17289,f8b8bf45709b091c.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
14760,e86e95c92d24359e.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
1689,8d689a7c69552e8b.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
4548,a4c382d9c9b40f6f.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
394,82a51a4b035f35fe.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
15352,ebd5c207ed0d5131.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
7241,b467c61e1cb3634c.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
12518,d6f8a089edf32846.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10207,c65a0fc4c80fd4eb.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11669,d12e9d0ec41586ef.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
13549,df99c2f09c4e30a3.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
6442,ae78a64db62c92a5.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
1102,87e3d0c12a7ba995.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
18020,fcff07c6e0c0cc03.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
15501,ed72c432a99ac92d.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
1896,8f43b03727b9c6a2.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
11830,d28962d6caf65495.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
17658,fae951d4c0c3f1e0.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
18544,ffa2d6e8d6a08321.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
55,807dcd0bd2b0b6b9.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
622,84823fd6f4c1e267.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
2411,9396a9c0ed4d256e.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
7072,b2c6ddcd4845adc2.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
12836,d9bbff3b15e02002.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
7250,b46c9bcada8d181d.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
8079,b8e1c3da8521639f.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
2447,93eb385e2643eca4.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
4749,a587d4df780821f5.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
12523,d70a7439323065f7.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8193,ba1a5fcc262aa783.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
16258,f1fb18e018dcb964.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
17221,f87e83ede08d6380.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
10471,c888c0f3d322f36f.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
3012,974834984e46b77b.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
5984,abfdb70914c81ad1.jpg,0,1,0,0,0,1,"[0, 1, 0, 0, 0, 1]"
13532,df824b2f8cc27f40.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
16671,f4e5cd3c3071c3c8.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
7985,b8260b177cd93789.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
10648,c9c738261ff047f0.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
2823,95dbb7c9c0f08a43.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
8484,bcd69ee03a352d14.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
9127,c0922b657fab741c.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
14074,e1dee4124f2155b3.jpg,1,0,0,0,0,0,"[1, 0, 0, 0, 0, 0]"
5516,a9f55623470e9c9a.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
7031,b28098c79c7969b7.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
1613,8cac79117332af8b.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
15279,eb5cc0c51c5bdc98.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
8326,bb848ba16e8d338b.jpg,1,0,0,0,1,0,"[1, 0, 0, 0, 1, 0]"
4767,a597d89149b16eac.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
10228,c69394a0fe75aa54.jpg,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 1]"
2858,95f7ff5d0a1c0818.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
2883,963ffc6b98d60940.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
11718,d1b071759353da54.jpg,0,1,0,0,0,0,"[0, 1, 0, 0, 0, 0]"
11432,d01d6ac466173f53.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
11195,ce6ce339c6c52493.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
11156,cdea993dece06830.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
6332,adc33b278cb82da4.jpg,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]"
473,83427bb785643e99.jpg,0,0,0,0,1,0,"[0, 0, 0, 0, 1, 0]"
5645,aa96c45a8d6319fc.jpg,0,0,1,0,0,0,"[0, 0, 1, 0, 0, 0]"
